USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  40356 23164 ?        Ss   Jan25   0:13 /usr/lib/systemd/systemd --switched-root --system --deserialize=55 rhgb
isaac       4131  0.0  0.0   8352  6492 ?        S    Jan25   0:03 dbus-broker --log 10 --controller 9 --machine-id 697a283a2cae47bc958d68556fdb8b47 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
isaac       4280  0.0  0.0 391656  6204 tty2     Ssl+ Jan25   0:00 /usr/libexec/gdm-wayland-session /usr/bin/gnome-session
isaac       4284  0.0  0.0 163812  6176 tty2     Sl+  Jan25   0:00 /usr/libexec/gnome-session-init-worker gnome
isaac       4498  0.0  0.0 311780  6080 ?        Ssl  Jan25   0:00 /usr/libexec/gnome-session-ctl --monitor
isaac       4501  0.0  0.0 382096 10264 ?        Ssl  Jan25   0:00 /usr/libexec/uresourced --user
isaac       4519  0.0  0.0 839344 12056 ?        Ssl  Jan25   0:00 /usr/libexec/gnome-session-service --session=gnome
isaac       4520  0.0  0.0 539928 10212 ?        Ssl  Jan25   0:00 /usr/libexec/gvfsd
isaac       4536  0.0  0.0 613612  7428 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
isaac       4540  0.2  1.6 11720788 494540 ?     Ssl  Jan25  43:03 /usr/bin/gnome-shell
isaac       4552  0.0  0.0 400004 18460 ?        S<sl Jan25   5:33 /usr/bin/pipewire
isaac       4554  0.0  0.0 704020 22528 ?        S<sl Jan25   0:02 /usr/bin/wireplumber
isaac       4681  0.0  0.0 380908  7948 ?        Ssl  Jan25   0:00 /usr/libexec/at-spi-bus-launcher
isaac       4689  0.0  0.0   8968  4292 ?        S    Jan25   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
isaac       4690  0.0  0.0   5212  3376 ?        S    Jan25   0:00 dbus-broker --log 10 --controller 9 --machine-id 697a283a2cae47bc958d68556fdb8b47 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
isaac       4695  0.0  0.0 168404  7664 ?        Ssl  Jan25   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
isaac       4755  0.0  0.0 531416  7032 ?        Ssl  Jan25   0:00 /usr/libexec/xdg-permission-store
isaac       4766  0.0  0.0 667420 24428 ?        Ssl  Jan25   0:00 /usr/libexec/gnome-shell-calendar-server
isaac       4771  0.0  0.0 164396  6764 ?        Ssl  Jan25   0:00 /usr/libexec/dconf-service
isaac       4778  0.0  0.1 1125472 52628 ?       Ssl  Jan25   0:00 /usr/libexec/evolution-source-registry
isaac       4802  0.0  0.1 2984168 35344 ?       Ssl  Jan25   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
isaac       4808  0.0  0.0 612376 14052 ?        Ssl  Jan25   0:31 /usr/bin/ibus-daemon --panel disable
isaac       4811  0.0  0.0 478824 10916 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-a11y-settings
isaac       4819  0.0  0.0 478040 11036 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-color
isaac       4834  0.0  0.0 490388 14152 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-datetime
isaac       4841  0.0  0.0 617188 11220 ?        Ssl  Jan25   0:01 /usr/libexec/gsd-housekeeping
isaac       4846  0.0  0.0 606560  7864 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-keyboard
isaac       4850  0.0  0.0 232024  3812 ?        S    Jan25   0:00 /usr/bin/bash /usr/bin/bazzite-steam -silent
isaac       4852  0.0  0.0 845484 15512 ?        Ssl  Jan25   0:01 /usr/libexec/gsd-media-keys
isaac       4855  0.0  0.0 762252 15092 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-power
isaac       4870  0.0  0.0 559280 16028 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-print-notifications
isaac       4875  0.0  0.0 314824  9944 ?        Sl   Jan25   0:00 /usr/libexec/gsd-disk-utility-notify
isaac       4876  0.0  0.0 680416  7948 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-rfkill
isaac       4883  0.0  0.5 852364 151400 ?       Sl   Jan25   4:32 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.PR8QJ3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
isaac       4887  0.0  0.0 393248  7444 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-screensaver-proxy
isaac       4904  0.0  0.0 625624 13196 ?        Ssl  Jan25   0:05 /usr/libexec/gsd-sharing
isaac       4918  0.0  0.0 616464 13520 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-smartcard
isaac       4924  0.0  0.0 473324 10364 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-sound
isaac       4929  0.0  0.0 763924 10436 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-usb-protection
isaac       4939  0.0  0.0 617640 12220 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-wwan
isaac       5030  0.0  0.0 466476  7456 ?        Sl   Jan25   0:00 /usr/libexec/ibus-dconf
isaac       5032  0.0  0.1 723424 36048 ?        Sl   Jan25   0:06 /usr/libexec/ibus-extension-gtk3
isaac       5088  0.0  0.0 532048  7644 ?        Ssl  Jan25   0:00 /usr/libexec/ibus-portal
isaac       5090  0.0  0.1 683448 31252 ?        Ssl  Jan25   0:00 /usr/libexec/goa-daemon
isaac       5096  0.0  0.1 2983108 34924 ?       Ssl  Jan25   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
isaac       5100  0.0  0.0 769972 15520 ?        Ssl  Jan25   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
isaac       5104  0.0  0.0 1231192 25980 ?       SNsl Jan25   0:02 /usr/libexec/localsearch-3
isaac       5115  0.0  0.2 1346804 72992 ?       Ssl  Jan25   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
isaac       5116  0.0  0.0 409524 25076 ?        S<Lsl Jan25   0:56 /usr/bin/pipewire-pulse
isaac       5122  0.0  0.0 232288  4092 ?        S    Jan25   0:00 bash /var/home/isaac/.local/share/Steam/steam.sh -srt-logger-opened   -silent
isaac       5132  0.0  0.1 1599172 31012 ?       Ssl  Jan25   0:00 /usr/libexec/evolution-calendar-factory
isaac       5163  0.0  0.0 532116  8044 ?        Ssl  Jan25   0:00 /usr/libexec/gvfs-mtp-volume-monitor
isaac       5176  0.0  0.0 248776  5212 ?        S    Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /var/home/isaac/.local/share/Steam/logs --filename console-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix
isaac       5205  0.0  0.0 619888 11980 ?        Ssl  Jan25   0:03 /usr/libexec/goa-identity-service
isaac       5241  0.0  0.1 986008 35260 ?        Ssl  Jan25   0:00 /usr/libexec/evolution-addressbook-factory
isaac       5243  0.0  0.0 533540  8116 ?        Ssl  Jan25   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
isaac       5319  0.0  0.0 531088  6636 ?        Ssl  Jan25   0:00 /usr/libexec/gvfs-goa-volume-monitor
isaac       5339  0.0  0.0 612512  8852 ?        Ssl  Jan25   0:01 /usr/libexec/gvfs-afc-volume-monitor
isaac       5413  0.0  0.0 632216 14612 ?        Sl   Jan25   0:00 /usr/libexec/gsd-printer
isaac       5422  0.0  0.0 392724  7888 ?        Sl   Jan25   0:10 /usr/libexec/ibus-engine-simple
isaac       5499  0.0  0.0 1123816 18588 ?       Ssl  Jan25   0:01 /usr/libexec/xdg-desktop-portal
isaac       5517  0.0  0.0 830112  8724 ?        Ssl  Jan25   0:00 /usr/libexec/xdg-document-portal
root        5529  0.0  0.0   2588  2124 ?        Ss   Jan25   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
isaac       5595  0.0  0.1 1047584 45140 ?       Ssl  Jan25   0:00 /usr/libexec/xdg-desktop-portal-gnome
isaac       5621  0.0  0.0 392440  6944 ?        Ssl  Jan25   0:00 /usr/libexec/gvfsd-metadata
isaac       6283  0.0  0.0 761508 11140 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-trash --spawner :1.8 /org/gtk/gvfs/exec_spaw/0
isaac       6384  0.0  0.0 615540 13832 ?        Ssl  Jan25   0:00 /usr/libexec/gsd-xsettings
isaac       6397  0.0  0.2 448840 63588 ?        Sl   Jan25   0:00 /usr/libexec/ibus-x11
isaac       6410  0.0  0.4 1296844 141596 ?      Sl   Jan25   0:15 /usr/libexec/mutter-x11-frames
isaac       6512  0.0  0.0 714796 27160 ?        Ssl  Jan25   0:00 /usr/libexec/xdg-desktop-portal-gtk
isaac       6550  0.0  0.0 537768  8864 ?        Ssl  Jan25   0:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
isaac       6570  0.0  0.0 531388  7364 ?        Ssl  Jan25   0:00 /usr/libexec/flatpak-session-helper
isaac       6575  0.0  0.0   4072  1056 ?        Ss   Jan25   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-6570 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
isaac       8434  0.0  1.4 1254248 421568 ?      Sl   Jan25  16:31 /var/home/isaac/.local/share/Steam/ubuntu12_32/steam -srt-logger-opened   -silent
isaac       8471  0.0  0.0   4692  1808 ?        Ss   Jan25   0:00 /var/home/isaac/.local/share/Steam/steamrt64/pv-runtime/steam-runtime-steamrt/pressure-vessel/libexec/steam-runtime-tools-0/srt-bwrap --args 26 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --prefix=/usr/lib/pressure-vessel/from-host --generate-locales --fd 12 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --ld-preload=/run/host/usr/lib/extest/libextest.so -- /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/var/home/isaac/.local/share/Steam/config/htmlcache -steampid=8434 -buildid=1769025840 -steamid=0 -logdir=/var/home/isaac/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/isaac/.local/share/Steam/clientui -steampath=/var/home/isaac/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --remote-allow-origins=* --remote-debugging-address=127.0.0.1 --remote-debugging-port=8080 --enable-smooth-scrolling --password-store=basic --log-file=/var/home/isaac/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
isaac       8483  0.0  0.0 246404  4268 ?        S    Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /home/isaac/.steam/steam/logs --filename webhelper-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix --journal-level=info
isaac       8614  0.0  0.0 541504  5628 ?        Sl   Jan25   0:00 steam-runtime-launcher-service --alongside-steam
isaac       8692  0.0  0.0 251312  5044 ?        Ss   Jan25   0:00 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --prefix=/usr/lib/pressure-vessel/from-host --generate-locales --fd 12 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --ld-preload=/run/host/usr/lib/extest/libextest.so -- /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/var/home/isaac/.local/share/Steam/config/htmlcache -steampid=8434 -buildid=1769025840 -steamid=0 -logdir=/var/home/isaac/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/isaac/.local/share/Steam/clientui -steampath=/var/home/isaac/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --remote-allow-origins=* --remote-debugging-address=127.0.0.1 --remote-debugging-port=8080 --enable-smooth-scrolling --password-store=basic --log-file=/var/home/isaac/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
isaac       8716  0.0  2.0 4740168 592116 ?      Sl   Jan25   7:37 ./steamwebhelper -nocrashdialog -lang=en_US -cachedir=/var/home/isaac/.local/share/Steam/config/htmlcache -steampid=8434 -buildid=1769025840 -steamid=0 -logdir=/var/home/isaac/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/isaac/.local/share/Steam/clientui -steampath=/var/home/isaac/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --remote-allow-origins=* --remote-debugging-address=127.0.0.1 --remote-debugging-port=8080 --enable-smooth-scrolling --password-store=basic --log-file=/var/home/isaac/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
isaac       8723  0.0  0.1 418980 58468 ?        Sl   Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/tmp/dumps --url=https://crash.steampowered.com/submit --annotation=lsb-release=Steam Runtime 3c (steamrt3c) --annotation=platform=linux64 --annotation=product=cefwebhelper --annotation=version=1769025840 --initial-client-fd=7 --shared-client-connection
isaac       8728  0.0  0.2 34336948 65396 ?      S    Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       8729  0.0  0.2 34336936 65404 ?      S    Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       8731  0.0  0.0 34336960 16724 ?      S    Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       8750  0.0  0.8 36595260 251636 ?     Sl   Jan25   1:30 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       8795  0.0  0.3 1186480 97976 ?       Sl   Jan25   0:14 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4 --shared-files --field-trial-handle=3,i,837971112491744452,5752261807992931415,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --log-file=/var/home/isaac/.local/share/Steam/logs/cef_log.txt
isaac       8796  0.0  0.1 34781432 44624 ?      Sl   Jan25   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       8816  0.0  2.3 56847572 679360 ?     Sl   Jan25   5:12 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac       9645  0.0  0.4 819944 119104 ?       Sl   Jan25   0:01 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
root        9749  0.0  0.0      0     0 ?        I<   Jan25   0:00 [kworker/R-uas]
isaac      30992  0.0  1.2 5205648 380816 ?      Ssl  Jan25  13:12 /usr/bin/bazaar --no-window
isaac      34299  0.0  0.0   3748  2292 ?        S    Jan25   0:00 /usr/bin/bwrap --args 41 -- firefox
isaac      34308  0.0  0.0   3748  2356 ?        S    Jan25   0:00 /usr/bin/bwrap --args 40 -- /usr/bin/xdg-dbus-proxy --args=44
isaac      34309  0.0  0.0 457204  6296 ?        Sl   Jan25   0:00 /usr/bin/xdg-dbus-proxy --args=44
isaac      34312  0.0  0.0   3756  1640 ?        S    Jan25   0:00 /usr/bin/bwrap --args 41 -- firefox
isaac      34313  0.1  2.7 23357792 814156 ?     Sl   Jan25  24:34 /app/lib/firefox/firefox --name org.mozilla.firefox
isaac      34317  0.0  0.0 151104  3484 ?        Sl   Jan25   0:00 /app/lib/firefox/crashhelper 2 9 /home/isaac/.var/app/org.mozilla.firefox/cache/tmp/ 11
isaac      34424  0.0  0.0 435940 28488 ?        S    Jan25   0:00 /app/lib/firefox/firefox-bin -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {e89c669b-f2d8-4997-9c36-d7fdbc599348} -parentPid 2 -greomni /app/lib/firefox/omni.ja -appomni /app/lib/firefox/browser/omni.ja -appDir /app/lib/firefox/browser 1 forkserver
isaac      34426  0.0  0.1 450564 44248 ?        Sl   Jan25   0:00 /app/lib/firefox/firefox-bin -contentproc -parentBuildID 20260116091309 -prefsHandle 0:43824 -prefMapHandle 1:286724 -sandboxReporter 2 -ipcHandle 3 -initialChannelId {4d5d5077-d5fd-445d-a99c-b93db2b6abd0} -parentPid 2 -crashReporter 4 -crashHelper 5 -appDir /app/lib/firefox/browser 2 socket
isaac      34458  0.0  0.5 2714732 151924 ?      Sl   Jan25   0:32 /app/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:43980 -prefMapHandle 1:286724 -jsInitHandle 2:223968 -parentBuildID 20260116091309 -sandboxReporter 3 -ipcHandle 4 -initialChannelId {34e18b8f-11d7-4464-b01d-337d2a3214b5} -parentPid 2 -crashReporter 5 -crashHelper 6 -greomni /app/lib/firefox/omni.ja -appomni /app/lib/firefox/browser/omni.ja -appDir /app/lib/firefox/browser 3 tab
isaac      34468  0.0  0.5 969184 155056 ?       Sl   Jan25   0:23 /app/lib/firefox/firefox-bin -contentproc -parentBuildID 20260116091309 -prefsHandle 0:43980 -prefMapHandle 1:286724 -sandboxReporter 2 -ipcHandle 3 -initialChannelId {04e0cd78-5054-459a-ae4a-eb23be09a98a} -parentPid 2 -crashReporter 4 -crashHelper 5 -appDir /app/lib/firefox/browser 4 rdd
isaac      34536  0.0  0.6 19815720 199424 ?     Sl   Jan25   0:57 /app/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:53674 -prefMapHandle 1:286724 -jsInitHandle 2:223968 -parentBuildID 20260116091309 -sandboxReporter 3 -ipcHandle 4 -initialChannelId {725378fa-9055-4dd1-b649-bc820cff616e} -parentPid 2 -crashReporter 5 -crashHelper 6 -greomni /app/lib/firefox/omni.ja -appomni /app/lib/firefox/browser/omni.ja -appDir /app/lib/firefox/browser 5 tab
isaac      34590  0.0  0.1 594112 55832 ?        Sl   Jan25   0:11 /app/lib/firefox/firefox-bin -contentproc -parentBuildID 20260116091309 -sandboxingKind 0 -prefsHandle 0:54983 -prefMapHandle 1:286724 -sandboxReporter 2 -ipcHandle 3 -initialChannelId {91276e09-83f4-4b7c-8c7c-357605919a4c} -parentPid 2 -crashReporter 4 -crashHelper 5 -appDir /app/lib/firefox/browser 6 utility
isaac      35851  0.0  0.3 1556996 115284 ?      Ssl  Jan25   0:26 /usr/bin/ptyxis --gapplication-service
isaac      35858  0.0  0.0 378072  7752 ?        Ssl  Jan25   0:04 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
isaac      35877  0.0  0.0   1056   704 ?        S    Jan25   0:00 catatonit -P
isaac      35902  0.0  0.0 234328  6856 pts/0    Ss   Jan25   0:00 /usr/bin/bash
isaac      36253  0.0  0.7 2816412 227508 ?      Ssl  Jan25   0:34 /usr/bin/nautilus --gapplication-service
isaac      36280  0.0  0.0 614324 10912 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-recent --spawner :1.8 /org/gtk/gvfs/exec_spaw/1
isaac      36281  0.0  0.0 614468 11120 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-network --spawner :1.8 /org/gtk/gvfs/exec_spaw/2
isaac      36295  0.0  0.0 616536 11552 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.8 /org/gtk/gvfs/exec_spaw/3
isaac      36304  0.0  0.0 613828 10672 ?        Sl   Jan25   0:00 /usr/libexec/gvfsd-wsdd --spawner :1.8 /org/gtk/gvfs/exec_spaw/4
isaac      36310  0.0  0.1 270168 36284 ?        S    Jan25   0:01 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
isaac      36587  0.0  0.0 234460  6868 pts/1    Ss+  Jan25   0:00 /usr/bin/bash
root       54924  0.0  0.0      0     0 ?        S    Jan26   0:00 [irq/112-aerdrv]
isaac      56980  0.0  0.3 49833548 94500 ?      Sl   Jan31   0:00 /var/home/isaac/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
isaac      64228  0.0  0.2 1196856 79696 ?       Sl   Jan31   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=8723 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/isaac/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4 --shared-files --field-trial-handle=3,i,837971112491744452,5752261807992931415,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --log-file=/var/home/isaac/.local/share/Steam/logs/cef_log.txt
root      136730  0.0  0.0      0     0 ?        I    Jan31   0:00 [kworker/1:2]
root      139743  0.0  0.0      0     0 ?        I    Jan31   0:00 [kworker/9:2-mm_percpu_wq]
root      161516  0.0  0.0      0     0 ?        I    Jan31   0:00 [kworker/11:0-mm_percpu_wq]
root      163997  0.0  0.0      0     0 ?        I    Jan31   0:00 [kworker/7:0-usb_hub_wq]
isaac     175392  0.0  0.0   3748  2332 ?        S    Feb02   0:00 /usr/bin/bwrap --args 40 -- startvesktop
isaac     175406  0.0  0.0   3748  2312 ?        S    Feb02   0:00 /usr/bin/bwrap --args 39 -- /usr/bin/xdg-dbus-proxy --args=43
isaac     175407  0.0  0.0 457196  6388 ?        Sl   Feb02   0:00 /usr/bin/xdg-dbus-proxy --args=43
isaac     175410  0.0  0.0   3756  1696 ?        S    Feb02   0:00 /usr/bin/bwrap --args 40 -- startvesktop
isaac     175411  0.0  0.0   7856  4092 ?        S    Feb02   0:00 bash /app/bin/startvesktop
isaac     175412  0.0  1.0 1461728700 295520 ?   Sl   Feb02   2:14 /app/bin/vesktop/vesktop.bin --enable-speech-dispatcher
isaac     175417  0.0  0.0 551960 14344 ?        Ssl  Feb02   0:00 /usr/libexec/flatpak-portal
isaac     175431  0.0  0.1 50856864 53580 ?      S    Feb02   0:00 /app/bin/vesktop/vesktop.bin --type=zygote --no-zygote-sandbox
isaac     175433  0.0  0.0      0     0 ?        Z    Feb02   0:00 [zypak-sandbox] <defunct>
isaac     175437  0.0  0.0   3748  2220 ?        Ss   Feb02   0:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/bin/vesktop/vesktop.bin --type=zygote
isaac     175449  0.0  0.0   3756  1624 ?        S    Feb02   0:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/bin/vesktop/vesktop.bin --type=zygote
isaac     175450  0.0  0.1 50859656 54840 ?      S    Feb02   0:00 /app/bin/vesktop/vesktop.bin --type=zygote
isaac     175491  0.0  0.9 51340040 285548 ?     Sl   Feb02   3:24 /app/bin/vesktop/vesktop.bin --type=zygote --no-zygote-sandbox
